Song Name,Duration,Album,Artists,Artist_id,Album_id,Genre,Release_Date
Propagation,4:18,Iteration,Com Truise,2wouN3QXejYa5tKetYdcVX,4cXAcWU9jjDPTAAM8JyDmK,"chillwave, indietronica, vaporwave",2017-06-16
Noch was - Instrumental,3:44,26 Sonnen (Instrumentals),"dude26, IAMPAUL",6dWLfq2aQPUQfQTMtDuLVx,0h3xIZV4T4hFfuEHHTLbAn,"german boom bap, jazz boom bap",2017-07-07
G.O.A.T.,3:59,G.O.A.T.,Polyphia,4vGrte8FDu062Ntj0RsPiZ,6h5Mi2sGgCuPrLnMNnJC7A,instrumental rock,2018-05-24
Do You Realize??,3:49,The Reign Of Kindo EP,The Reign of Kindo,0JyCM9EwjQZZzQPGTSM1qc,3rZ3v3WwNGSIben6cLGwAa,piano rock,2007-08-21
Libra,4:94,The Shape of Colour,Intervals,0xpJGyjbEzkWSNfcf2tcMl,4MYLm8Uxayy4UyqFHPHfBB,"djent, instrumental djent, instrumental rock",2015-12-04
Chevalier Bulltoe,3:53,Home Alone,Totorro,470SGea4tIbGLTpKcYJfLx,6zbZhKyXuslncIbqiwwPzo,"french post-rock, instrumental math rock, math rock",2014-04-28
Burndt Jamb,3:1,Covers,Feed Me Jack,2eBmUbHKMQCAdD824cSiIL,5TFRy5wMATm8cxodISMDNq,math rock,2015-06-06
Wondering,2:6,Wondering,Fujitsu,2a42gzUH51UAvwcfy0N6JT,3ToptzAVHIgz03j2AweR2t,"chillhop, lo-fi beats",2017-05-01
Immaculate,2:71,Unreleased Instrumentals,Ol' Burger Beats,4rDDy4hN7Tbrv0ntOvVKPz,1QP6tCmSi5pXJb093IDU3s,chillhop,2015-11-27
Naked Life,4:25,Naked Life,Oko Ebombo,0nxkDLU7KQX931VkQqaGwJ,7bNWMk7Oq4wz7qUX9FrRc8,,2016-09-23
Sleepin' on My Couch - Remastered LP Version,3:32,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,Del The Funky Homosapien,0YsLR3SQd5QTXAhGIGX7cl,2XYtkhFpj90gSdbdmk0Wur,"alternative hip hop, hip hop, oakland hip hop",2004-02-10
Suzuki,6:27,Get Rich and Live Forever,Zack Mexico,6bpxIX5BQGkAw5af9iINKT,58lp6a3H6jEGPhmwfo9MIg,north carolina indie,2015-11-12
Why,3:52,The Swimming Hour,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,4EqIyoh69EiHW6fLLCIpc4,"baroque pop, chamber pop, chicago indie, indie rock, melancholia, stomp and holler",2001-04-03
Willful Suspension Of Disbelief,3:65,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4FGdH46dS0XB6wXiI8onbB,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2001-09-10
Night On The Sun,7:64,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4FGdH46dS0XB6wXiI8onbB,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2001-09-10
"3 Inch Horses, Two Faced Monsters",4:22,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4FGdH46dS0XB6wXiI8onbB,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2001-09-10
You're The Good Things,3:57,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4FGdH46dS0XB6wXiI8onbB,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2001-09-10
The Air,4:55,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4FGdH46dS0XB6wXiI8onbB,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2001-09-10
So Much Beauty In Dirt,1:4,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4FGdH46dS0XB6wXiI8onbB,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2001-09-10
Here It Comes,3:17,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4FGdH46dS0XB6wXiI8onbB,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2001-09-10
I Came As A Rat (Long Walk Off A Short Dock),4:61,Everywhere and His Nasty Parlour Tricks,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4FGdH46dS0XB6wXiI8onbB,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2001-09-10
Dondante,11:31,Okonokos,My Morning Jacket,43O3c6wewpzPKwVaGEEtBM,1Ke9mDP94GGilHRVfUS1qn,"chamber pop, indie rock, jam band, louisville indie, melancholia, roots rock, stomp and holler",2006-06-26
Hanoï café,3:23,Origami,Bleu Toucan,3lv9GfkVw9I9X4Rgtf2o4r,3rDoqOHlJRxI4D9y9rtp7F,"french indie pop, french indietronica",2016-06-03
Nothing in Return,3:87,Nothing in Return,Monsune,6NgYKD0TKGjwtRFqTyyqKF,3i7HKOoLl6nSPXaOjknDjN,bedroom pop,2017-10-13
Canales' Cabeza,4:43,Macroscope,Nels Cline,3s6o8vxtYJ1utkWl8EXxUp,50fns9PIYEsVytW5LvUntm,"contemporary jazz, experimental guitar, jazz guitar",2014-04-29
Heartbroken in Love,3:18,Bones & Beeker,Bones & Beeker,2eUgwyMobMitdjib3FxQVF,4bJsIK7tvyDkbLX6FcrTha,,2015-11-13
In Waves,4:09,House Of Waters,House of Waters,4a8MGNthjVGNBU6AdBQT7x,6vNBTG69rY7KVXWEOEw7sw,hammered dulcimer,2016-08-12
Sunny Meadowz,4:43,I Wish My Brother George Was Here,Del The Funky Homosapien,0YsLR3SQd5QTXAhGIGX7cl,0AK7woKmcPwiCyv3SDiKor,"alternative hip hop, hip hop, oakland hip hop",1991-10-15
You Are in My System,4:95,You Are in My System,AM & Shawn Lee,3dGzchO8ZLLvTt5CA3BRlN,1Q3a4OU1T0uBUYXX02MTx4,"stomp pop, synth funk",2015-10-02
Swoonwalk,4:0,Swoonwalk,A Band Called Success,3YoOCNIgj8b0TKPQhRTXQJ,5fkMYnkBVJFGyYYVp5gvCC,,2016-12-15
SF,3:25,Parallel,Equalibrum,0s53jvP85LtIpOuk6pz2yU,44ZYzTTG61zgY9PYrdPh1c,chillhop,2018-04-19
Rainbow Road,3:71,Peace & Quiet,Desmond Cheese,4fpbUiU0gUoOO2S3JGRbXA,6Klloq7H5lgSQmL82MoPuT,australian reggae fusion,2015-08-03
Summer Jam,3:73,Summer 08,Metronomy,54QMjE4toDfiCryzYWCpXX,5sjRUeegxNmcmLY8vvG4ZU,"alternative dance, electronica, french indie pop, indietronica, neo-synthpop, new rave, socal pop punk",2016-07-01
Say Yeah,4:57,Sonderlust,Kishi Bashi,3LVPGE5jPPwtbGslx07YR0,3prBy9ITryUQUYKuUTn4EM,"chamber pop, metropopolis, shimmer pop, stomp and whittle",2016-09-16
4am,2:75,'75 chevy,"Big Wave, Carter",491GD4lRHVBBgaYKJcyHJQ,0W2nBeS393jwEdSmtJ3XLk,,2017-02-06
Fm,4:64,Squire For Hire,Nathan Haines,0nswuaAPTwnY9EBFPExHYy,3gN59mDThebxnnrtYfP7kW,nz jazz,2007-02-06
Motions - Far Out Version,5:53,Liz Cooper & the Stampede | Audiotree Far Out,Liz Cooper,58irgKwXTjCCuYQB58aXeH,6HDTKU5sFW1SwJ0CParyYQ,deep new americana,2017-06-16
中途,4:0,工作,大象體操 Elephant Gym,7p50JxGTkfqPpDj3r3DdRK,5eijheCyOXVoRJWJey0Kdq,,2017-04-01
The One With The Wurlitzer,2:72,American Football,American Football,5FwydyGVcsQllnM4xM6jw4,3wRBlpk5PRoixwOnLujTal,"alternative emo, dreamo, emo, math rock, midwest emo",1999
No exit,4:49,C,a picture of her,6vUn7EgNei8hY7jZSV0lsT,4rQJ0xVXD7OKZmV5hXL4tW,"instrumental math rock, japanese math rock, japanese post-rock, math rock",2013-05-19
孤独の発明,3:39,the book about my idle plot on a vague anxiety,toe,0rpKM0MniNkXM1SLSglYUZ,3Z8Y7xdmG5MTbqH6OqyHjF,"instrumental math rock, instrumental post-rock, japanese math rock, japanese post-rock, math rock, midwest emo",2012-06-20
Cyniculture,3:89,Killer Tofu,Stage Kids,6PA6cOkr31WIibRMDZXZkU,4ErF4H0GCbYCA4wL9iwBb2,"instrumental math rock, math rock",2011-10-05
itsallwaves,4:46,Valuables,Enemies,5vfSFPrDPPBGExVLldEDOB,36bpAERhlDm4MWL9nKo4yH,"math pop, math rock",2017-06-01
Born in Space,5:73,Yeah Whatever,Owane,2LkMP01m9PIf5r87iC0HI2,2cKE8z1nvwQUJdbptKlgax,"djent, progressive jazz fusion",2018-03-28
Simon Vandetta,4:22,American Graffiti,Strawberry Girls,4CyxMgnF71FyOWADVWxJRE,42bVnb510Ix9NL5NgWR2Nh,"math rock, progressive post-hardcore",2015-11-27
Contortionist,5:92,Neon Theatre,Their Dogs Were Astronauts,4Z9zaQ8l8EbHdZPwaP691h,5f2gEO0PghVJ6qMOOCCaVy,"djent, instrumental djent, instrumental progressive metal, thall",2017-08-18
40oz,3:9,The Most Hated,Polyphia,4vGrte8FDu062Ntj0RsPiZ,0zFqkobYDLzAAHbK2lgc68,instrumental rock,2017-07-14
Inhale,4:96,Handmade Cities,Plini,3Gs10XJ4S4OEFrMRqZJcic,36vGWMFViWBpBB4npwmusv,"djent, instrumental math rock, instrumental rock, progressive jazz fusion",2016-08-26
Two Thousand and Seventeen,4:2,New Energy,Four Tet,7Eu1txygG6nJttLHbZdQOh,74r6JJ97ipO0CREXP9PMqZ,,2017-09-29
Everything Now,5:05,Everything Now,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,1DNojVW079FU9YnAMk3Cgr,"alternative rock, baroque pop, canadian indie, canadian indie rock, chamber pop, indie rock, indietronica, modern rock, permanent wave, quebec indie, rock",2017-07-28
More Than Spirit,1:44,Stem.​tδpe,Green Assassin Dollar,64FwB76hSP9VtYtPSBbEY7,66hQk83LlSVTXX19sJw49S,japanese beats,2017-09-06
Bay City,1:91,Swum,SwuM,2Fc1UZXKRmPpWWx1sxcb9m,3kag2tLtqzJOol4OukMYIl,"chillhop, lo-fi beats",2018-06-01
Rendezvous,1:66,"Escapades, Vol. 1","Jaeden Camstra, Engelwood",1xOgtDBKnZvSLAgCVSOmNH,5wiDa0usgyl67zSCEC35Lj,,2018-08-10
Status King,2:79,Niemals Weg,"dude26, elo",6dWLfq2aQPUQfQTMtDuLVx,1nhBGdA0w4RZI53PcoJEVU,"german boom bap, jazz boom bap",2017-12-15
O.D.,3:37,O.D.,Polyphia,4vGrte8FDu062Ntj0RsPiZ,2Oy8qKPLEZso4MGNmI1rZl,instrumental rock,2018-08-07
"A Map, a String, a Light",7:52,Acoustics - EP,Yvette Young,502QOcjJiKbhtG2MyrFkc8,0yIU8FFy9B9abASiogrYGU,math pop,2014-03-25
Love Your Life,4:87,Soul Searching,Average White Band,3tx8fyu3c4OBP5nejYtUOb,76IzhBKiaMSqNO0NDWWO7q,"classic soul, disco, funk, p funk, quiet storm, soul",1976
Big Tweed,3:58,Trans-Atlantic Psych Classics Vol.2,The Electric Peanut Butter Company,4z5HOZPvtfUiCnrxTJWUhx,6Xm3pfS9ilJeySoORLzpMb,,2013-10-29
Funky Duck,2:18,Thrill of the Arts,Vulfpeck,7pXu47GoqSYRajmBCjxdD6,0LyGgFrZFXpRKpgj664Xu7,"ann arbor indie, funk rock, instrumental funk",2015-10-09
Aunt Leslie,3:82,The Beautiful Game,Vulfpeck,7pXu47GoqSYRajmBCjxdD6,7sRNEe2FCkTYhrEimChdkC,"ann arbor indie, funk rock, instrumental funk",2016-10-17
Soul Purpose,3:85,In A Space Outta Sound,Nightmares On Wax,4tNxq9NGKTKaX8OkZBLgf0,76IdrUoD3S7mXFww6H78Cf,"bleep techno, downtempo, electronica, trip hop",2006-02-20
Otha Fish,5:36,Bizarre Ride II The Pharcyde,The Pharcyde,7yk35uHNQclPXFGFoTU44w,48kU5gP41TqZEw32Cwhsna,"alternative hip hop, hardcore hip hop, hip hop, jazz rap, west coast rap",1992-11-24
Leila - Poolside Remix,5:31,Leila (Poolside Remix),"Miami Horror, Poolside",0Z5pcmXDCKTrFWLnDChC37,21MV8sP03EQOwEVLZ0gQeh,"alternative dance, australian dance, australian electropop, electroclash, filter house, indietronica, neo-synthpop, nu disco",2017-06-30
Moonlight,6:24,Deep Fantasy,Surfing,2vTrzq2s1adq6MrQ5mdQNj,0AAMPkXXB6bjlH499tR5BM,"hardvapour, vaporwave",2012-04-03
Ozan Kouklé - Remastered,5:8,Afon,Lafayette Afro Rock Band,5EgMMveFcSL3rq87Wkyw4s,0TCCrewwjcB8oUpZxG8wJn,"afrobeat, jazz funk",1978-10-28
Junior Spirit,3:53,Joonya Spirit,Jaala,1Ree9i9QUs31tRLm7hHOJs,5XRDIZoupnwA6TDa3XpPo1,melbourne indie,2018-04-18
Late Bloomers,3:94,Late Bloomers,The Growlers,2RhgnQNC74QoBlaUvT4MEe,5mMzs0FGoQxYNrEcc4VKVu,"garage rock revival, indie garage rock, indie surf",2017-06-02
HEAVN,4:39,HEAVN,Jamila Woods,4UodukR17NIQfNu5uaqm9B,2ha1TUv0o6VnQddOci7GIb,"afrofuturism, alternative r&b",2017-08-15
Song Silly,5:04,Hear You,toe,0rpKM0MniNkXM1SLSglYUZ,5uY3YHFZtUhaY2Qko2mqAa,"instrumental math rock, instrumental post-rock, japanese math rock, japanese post-rock, math rock, midwest emo",2017-06-01
On My Mind,2:33,Voyager,FLEECE,3M8JKaNdIRChzvxVK1XxKm,2PuXMzeWFG1N7meAXFVMoq,psychedelic pop,2017-01-19
Told Ya,3:3,Night Shift,Funkmammoth,6snr2uV0JQDKLW9yWzRkPj,4sOqEBprPKVlQSdEmFcO0a,chillhop,2017-12-01
Chess,3:38,Moonshine Corner,Joon Moon,0SYUPmAqWcyik557LEq2Z0,0TpiNlGDonfpzD7z2qHwO1,,2017-09-29
Donna,3:56,If U C My Enemies,Rubblebucket,6xriZDSK3wPXhOoZXr9fzF,74CxQdbtnzZIk426g9YsMy,shimmer pop,2017-01-20
Sex Jam,8:58,Smokes,Woo Park,2qXxyzCMW4mPE2LVLVL78F,270EEENu5KbVdh7D4E7RUS,"neo r&b, psychedelic soul",2014-12-02
By the Sea,2:41,By the Sea,Dyalla,2n5nqJyjPU7aLL0zbDa34D,4y7ya5SVC6Fccq5qwMkxkE,,2017-04-19
Where'd All the Time Go?,3:91,"Shame, Shame (Deluxe Edition)",Dr. Dog,4mLJ3XfOM5FPjSAWdQ2Jk7,16XswZ18xhMs8qUTN51mRl,"chamber pop, indie rock, modern folk rock, philly indie, pov: indie, seattle indie, stomp and holler",2010-11-02
The Lung,4:9,Choose Your Weapon,Hiatus Kaiyote,43JlwunhXm1oqdKyOa2Z9Y,3qzmmmRmVBiOuMvrerfW4z,"alternative r&b, australian r&b, indie soul, shiver pop",2015-05-01
Valley Tales,3:37,Valley Tales,Jonci,1fMWwAxizFL0GBDYR4DbDs,6mWis8Ru2ZaQnibpUDws9G,,2018-06-04
Hanoi 6,9:8,Hanoi 6,Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,2JiEJTUj5h4gpqRcNRms0V,"art pop, indie rock, indie soul, indietronica, kiwi rock, neo-psychedelic, portland hip hop, psychedelic pop",2018-09-26
Tried,3:55,Tried,"BADBADNOTGOOD, Little Dragon",65dGLGjkw3UbddUg2GKQoZ,0ba9Q0rWx4taJoDpRO31kc,"canadian modern jazz, indie soul",2018-09-27
Old Age,2:37,Old Age,"Masego, SiR",3ycxRkcZ67ALN3GQJ57Vig,33vsKtsIqvAk0mpiVKN3rz,"alternative r&b, indie soul",2018-08-22
Nucleus,6:7,Antiphon,Alfa Mist,2i1CPudyCUjL50Wqjv8AMI,3yvubzjqmhnZhVwp6qDXPq,"british jazz, indie soul",2017-03-03
Sugar,2:41,Basement Seance,Dirty Art Club,2DcAdoxP41GECOfZt2MhQL,12bhtPIhHIGYVi4eSQPI9s,charlotte nc indie,2017-08-04
Leon,3:6,Swim Against the Tide,The Japanese House,3IunaFjvNKj98JW89JYv9u,73vO13M0C5PUQxSNkpIhoH,"indie pop, indietronica, modern dream pop, pov: indie, vapor soul",2016-11-11
Face Like Thunder,3:96,Swim Against the Tide,The Japanese House,3IunaFjvNKj98JW89JYv9u,73vO13M0C5PUQxSNkpIhoH,"indie pop, indietronica, modern dream pop, pov: indie, vapor soul",2016-11-11
Turn to Stone,3:82,Out of the Blue,Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,3usnShwygMXVZB4IV5dwnU,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock",1977
Bahia Dreamin’,2:18,Headnod Suite,Karriem Riggins,6e7BQ0gM6o8ecMXRZkXxlZ,1JANZyZJepaFFJPxWAnxXR,"abstract beats, indie jazz, wonky",2017-02-24
Raining in L.A,2:8,"FrankJavCee, Vol 2.111",FrankJavCee,3nHKeOa45XrUplL3NiGy7E,12bQH6DtRTfAGNHJDPCiui,vaportrap,2017-07-04
Cadence,4:98,Cadence,The Long Faces,1DhiWyne1hHwVHTti49o40,2vn5J7VPoS0LgszzVKGq2s,,2017-12-03
A River's Invitation,6:16,A River's Invitation,The California Honeydrops,21t0aavYGSGFkYYFhu6urk,6oGFUErSaMw5kXdcYCQ3gL,bay area indie,2015-09-11
Taking Chase As The Serpent Slithers,4:66,The Resignation,Rx Bandits,47bGK00zHXcGlUWfrE0dvi,7ngN8CXupiqVnfN5rIZZAw,,2003-01-01
Lost in the Sauce,3:76,Make It Sweat,King Garbage,2ziuYXYq2WG6cZpa43fWpX,0BYuGFSuVMx7fdJ2Jr1zgt,asheville indie,2017-09-22
Saturday,4:72,In Mind,Real Estate,41SQP16hv1TioVYqdckmxT,7IQn4jT1WciC5O9DZrxeKv,"chamber pop, chillwave, dreamo, experimental pop, indie rock, indietronica, lo-fi, neo-psychedelic, new jersey indie, noise pop, shimmer pop",2017-03-17
Slack,4:2,Epoch,Tycho,5oOhM2DFWab8XhSdQiITry,0GXI4iAc5FshqWgIlaNAXO,"chillwave, downtempo, electronica, indietronica, intelligent dance music",2016-09-30
Don't Eat Your Fingers,6:81,Respect My Art,Organ Freeman,5y8QnEvg0nO3NwMRR0U2Ux,0elXb6WjoB1NwcEzwcxhPx,instrumental funk,2017-09-12
Concussion,4:84,Close but No Cigar,Delvon Lamarr Organ Trio,7owr01EP6gwCYjnfQtPKy8,6oLTx39a5UDuRDJisaUwJV,instrumental funk,2018-03-02
Good Old Good Good (Horns by Adam Theis),3:34,Wednesday,Headnodic,7LB0RfmtjwsMFr5OW3H0r3,7Azu5BGBTPZIi6hV68U0AK,jazz rap,2018-06-08
When The Hunter Gets Captured By The Game,2:82,Garcia (Compliments) (Expanded),Jerry Garcia,3QDaXfnxfQqqJQK5lSdjLN,4k66KmzJvCkekpqyb67Lfj,"country rock, jam band, jamgrass, roots rock",1974-06-15
Pain,4:66,Pain,"De La Soul, Snoop Dogg",1Z8ODXyhEBi3WynYw0Rya6,6FJyyoixllClWvFr49uHCS,"east coast hip hop, golden age hip hop, hip hop, jazz rap",2016-06-01
American Guilt,4:55,Sex & Food,Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,7c2Xfq7aQKzs0KdSI3K7Rc,"art pop, indie rock, indie soul, indietronica, kiwi rock, neo-psychedelic, portland hip hop, psychedelic pop",2018-04-06
Biscuits,1:43,Biscuits,PARKSZ,5fY2yeJIezEEUJZ34K7w2P,5ZJgwj07bDuoTpv5DHW2Ok,,2018-06-01
By The Seaside,3:0,Chillhop Essentials Summer 2018,"L'Indécis, Saib",5p1ichthTka1KT0iUvrlIu,2ZV5zCY2tJBRn0EtLOj3gr,"chillhop, jazz boom bap",2018-06-20
Downtown Downpour,2:45,Boardwalk Bumps 2,Engelwood,7rgCh0Go1ezmcV75kXQM2T,0GETkBhzjUfvvmTGG3LkaU,chillhop,2018-08-23
Moonbeams,2:74,The Everlasting Blink,Bent,59xljcfdN2Z9VX2U5RFKEa,1lpp7JuzRfRx66HDQOOsOm,"electronica, trip hop",2003-10-21
Humbug Mountain Song,3:07,Absolute Loser,Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,1vRxjcJpuE6MxaDwvDcldB,"chamber pop, indie folk, indie rock, new americana, stomp and holler",2016-05-13
French Press,5:45,French Press,Rolling Blackouts Coastal Fever,65mMkD9WW39U9Yadv0dWUF,7cGgpPe0FPRrDFq8eZabvG,"indie rock, modern jangle pop",2017-01-23
Gentle Breeze,4:33,Bebop,Saib,6N4HlHINMvoTyAL0yhBUCk,2zFl6VXNc38v3QZb1SEnIA,"chillhop, japanese chillhop, lo-fi beats",2017-08-07
Break Out - Live,10:12,Live In Tokyo,Lettuce,1fZXjUQEkVbB0TvZX4qFR8,5zhI3kI5vH8qx1onr2fFsh,"funk rock, instrumental funk, jam band",2004-12-28
81 autumn,3:49,freedom of the son,Uyama Hiroto,6AE5XsUcbWE2XrQccVVJyd,7CZeefZOiL2GWbbJBy8SVT,"ambeat, jazztronica",2014
Janet,4:43,Janet,M. T. Hadley,3O9qxLTLMvR9Dn1OAFoWaH,7iwTympP2Wby3tgoytiVkz,vapor soul,2016-06-24
Liu,5:34,Enthusiast,Siriusmo,22680B8sUdq6bL6nQaJfwg,7B6rBkpEo0yYgVUgKbcAHU,"destroy techno, electrofox, filter house, wonky",2013-06-14
BEAUTY & BEAST + BAGEL - (DUB),6:41,HIROSHI Ⅱ HIROSHI VOL. 1,HIROSHI Ⅱ HIROSHI,7j5wrU6zJ1hJkdIWHTRWLr,5DwTtleZx6VYfOkfMGxaP7,japanese dub,1993-02-05
Captive of the Sun,2:81,Captive of the Sun,"Parquet Courts, Bun B",23NIwARd4vPbxt3wwNnJ6k,1uPThCERYtdhyuMw25NdXU,"alternative rock, american post-punk, brooklyn indie, chamber pop, crank wave, denton tx indie, indie rock, lo-fi, neo-psychedelic, noise pop, noise rock",2017-02-17
Don’t Run Into The Dark So Quick,3:31,What Now?,Jon Bap,7LOW1cB3NuRxZsxIo7g05p,0fL4KIHFg2MYV95x6n8qyo,bedroom pop,2016-07-29
Outlier,7:92,Migration,Bonobo,0cmWgDlu9CwTgxPhf403hb,2T64N96AVfsrRFJCUXQEoZ,"downtempo, electronica, indietronica, instrumental hip hop, jazztronica, nu jazz, trip hop",2017-01-13
Pop My Toes,4:33,LOVE.LIFE.LIVE,Isaiah Sharkey,0kp0swievR0bFFY3zRoETY,2sKGz8OLYmgWyxxZNERpts,neo r&b,2017-09-18
Cuffed,5:86,Green Twins,Nick Hakim,1Goe2NezNnym45kco2xTk6,5RfZQHPapcSY40HaYvt3fh,"alternative r&b, hypnagogic pop, indie soul",2017-05-19
Clair de Lune,11:13,The Epic,Kamasi Washington,6HQYnRM4OzToCYPpVBInuU,1jTw1oalZ4vF8jmpmILCdh,"afrofuturism, contemporary jazz, indie soul, jazz, jazz saxophone",2015-05-01
Little Nerves,4:59,"Private Matter Previously Unavailable, Pt. 1",Binkbeats,7exctwYNULoOlBmGGUwIzd,6aw6KrAf1wAg2S7t5sqbvJ,"dutch experimental electronic, jazztronica",2017-10-13
Goggles,5:4,Post Animal Perform the Most Curious Water Activities,Post Animal,4iaDWP59Z3e62DW7YWDbIE,12sLfL3r8nk1SeCi3LVgKQ,"indie garage rock, neo-psychedelic",2015-12-03
Slipstream,2:93,Space Is Still the Place,The Bright Light Social Hour,7oIZ8VPQ688hUQ3dQ4y6rD,65hwoi3mrKta30Hd0pyTCg,"austin rock, austindie",2015-03-10
Eve II (Odesza Remix),5:15,Dusk to Dawn Remixes,Emancipator,6HCnsY0Rxi3cg53xreoAIm,0lI0Leat0YXXyKeLGUtsSW,"downtempo, livetronica, trip hop",2015-07-08
Kids,2:63,"Stranger Things, Vol. 1 (A Netflix Original Series Soundtrack)",Kyle Dixon & Michael Stein,00oL7zWxmWveTsKF7DnIRd,1puplOrvmUGoq2VxsB0ENJ,"horror synth, soundtrack",2016-08-12
春雨(Sampling:陰天),4:45,工作,大象體操 Elephant Gym,7p50JxGTkfqPpDj3r3DdRK,5eijheCyOXVoRJWJey0Kdq,,2017-04-01
Interlude,0:6,Management,Delta Sleep,05MlomiA9La0OiNIAGqECk,2GIIGPFaSZhaF81T0C3qol,"brighton indie, british math rock, math pop, math rock",2013-04-01
Jesus Bill!,3:75,Management,Delta Sleep,05MlomiA9La0OiNIAGqECk,2GIIGPFaSZhaF81T0C3qol,"brighton indie, british math rock, math pop, math rock",2013-04-01
Dustbusters,6:62,Management,Delta Sleep,05MlomiA9La0OiNIAGqECk,2GIIGPFaSZhaF81T0C3qol,"brighton indie, british math rock, math pop, math rock",2013-04-01
So Say We All,5:24,Management,Delta Sleep,05MlomiA9La0OiNIAGqECk,2GIIGPFaSZhaF81T0C3qol,"brighton indie, british math rock, math pop, math rock",2013-04-01
Hug Of Thunder,4:92,Hug Of Thunder,Broken Social Scene,7lOJ7WXyopaxri0dbOiZkd,6oPAq3tPMGIvlpjoscQP4g,"alternative rock, baroque pop, canadian indie, canadian indie rock, canadian rock, indie rock, noise pop",2017-07-07
Lazy Eye,5:91,The Singles Collection,Silversun Pickups,6qyi8X6MdP1lu6B1K6yh3h,2m0063PKiyLZ0NQNEOhzHv,"alternative rock, indie rock, la indie, modern alternative rock, modern rock",2014-02-25
Non Photo-Blue,3:73,Summer in Abaddon,Pinback,4ZWvN9FEfdTea1SEHjpTNi,3XLn9BkDkwq4icsUye2Krp,indie rock,2004-10-12
Camp Adventure,3:11,Management,Delta Sleep,05MlomiA9La0OiNIAGqECk,2GIIGPFaSZhaF81T0C3qol,"brighton indie, british math rock, math pop, math rock",2013-04-01
Living Room,5:02,Who Bit the Moon,David Maxim Micic,0wQa1N4q3HmLwxqkpVcYhs,4XlMNDp7GSFGF56dw5CJG5,djent,2017-03-02
Every Piece Matters,3:67,Handmade Cities,Plini,3Gs10XJ4S4OEFrMRqZJcic,36vGWMFViWBpBB4npwmusv,"djent, instrumental math rock, instrumental rock, progressive jazz fusion",2016-08-26
Changes,3:91,Changes,Mutemath,1J9Z9bhqkgyqseEi85cbyx,1hGlgjl6h3wMFoOyIXGhPP,alternative rock,2016-01-01
Sweet Talk,2:95,"Small Steps, Heavy Hooves",Dear and the Headlights,1aOp1lgpcwRxADf1jHvXhu,2btXQFitnklvkPC0dAIvAx,indie rock,2007
The Difference Between Medicine And Poison Is In The Dose,4:29,On Letting Go,Circa Survive,11FY888Qctoy6YueCpFkXT,4Chn7XF8fzngf9GPfTMXLz,"dreamo, emo, philly indie, post-hardcore, progressive post-hardcore, screamo",2007
Letters,3:47,Feather Bed - EP,Jakub Zytecki,43EA0mCA9Iiw33kdPtMa1q,7mEaIk72BKI2THjkpSQfco,"djent, instrumental rock, one-person band",2017-07-18
Moonflower,2:72,Singles (2012-2014),Plini,3Gs10XJ4S4OEFrMRqZJcic,72YVnYqfxjrneesHS9STny,"djent, instrumental math rock, instrumental rock, progressive jazz fusion",2017-07-14
The Monster,3:65,Everything Feels Better Now,From Indian Lakes,3YvQkjWJ5ykJVUNP7YbTy9,4582mkiCE83HNgrUBao8qz,"dreamo, progressive post-hardcore",2016-10-14
Fuji.,1:81,Swimming,SwuM,2Fc1UZXKRmPpWWx1sxcb9m,2eN8bdTlnXQJlA4cKVYX4L,"chillhop, lo-fi beats",2018-09-09
Finland,2:58,Swimming,"SwuM, Elijah Who",2Fc1UZXKRmPpWWx1sxcb9m,2eN8bdTlnXQJlA4cKVYX4L,"chillhop, lo-fi beats",2018-09-09
